學校,年度,科目,題號,單元,題型,答案,答案來源,官方釋疑,阿摩狀態,詳解,題目圖,詳解連結,審圖狀態,備註
義守大學,108,化學,1,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q001\ISU_108_chem_q001_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,2,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q002\ISU_108_chem_q002_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,3,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q003\ISU_108_chem_q003_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,4,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q004\ISU_108_chem_q004_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,5,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q005\ISU_108_chem_q005_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,6,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q006\ISU_108_chem_q006_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,7,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q007\ISU_108_chem_q007_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,8,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q008\ISU_108_chem_q008_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,9,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q009\ISU_108_chem_q009_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,10,,單選題,C,官方參考答案,釋疑後未更改答案：維持原答案C,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q010\ISU_108_chem_q010_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。；官方釋疑：釋疑後未更改答案：維持原答案C
義守大學,108,化學,11,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q011\ISU_108_chem_q011_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,12,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q012\ISU_108_chem_q012_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,13,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q013\ISU_108_chem_q013_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,14,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q014\ISU_108_chem_q014_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,15,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q015\ISU_108_chem_q015_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,16,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q016\ISU_108_chem_q016_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,17,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q017\ISU_108_chem_q017_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,18,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q018\ISU_108_chem_q018_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,19,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q019\ISU_108_chem_q019_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,20,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q020\ISU_108_chem_q020_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,21,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q021\ISU_108_chem_q021_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,22,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q022\ISU_108_chem_q022_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,23,,單選題,C/D,官方參考答案/釋疑,釋疑後改答案：C或D擇一皆可,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q023\ISU_108_chem_q023_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。；官方釋疑：釋疑後改答案：C或D擇一皆可
義守大學,108,化學,24,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q024\ISU_108_chem_q024_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,25,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q025\ISU_108_chem_q025_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,26,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q026\ISU_108_chem_q026_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,27,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q027\ISU_108_chem_q027_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,28,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q028\ISU_108_chem_q028_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,29,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q029\ISU_108_chem_q029_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,30,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q030\ISU_108_chem_q030_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,31,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q031\ISU_108_chem_q031_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,32,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q032\ISU_108_chem_q032_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,33,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q033\ISU_108_chem_q033_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,34,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q034\ISU_108_chem_q034_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,35,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q035\ISU_108_chem_q035_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,36,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q036\ISU_108_chem_q036_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,37,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q037\ISU_108_chem_q037_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,38,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q038\ISU_108_chem_q038_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,39,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q039\ISU_108_chem_q039_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,40,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q040\ISU_108_chem_q040_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,41,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q041\ISU_108_chem_q041_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,42,,單選題,C,官方參考答案,釋疑後未更改答案：維持原答案C,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q042\ISU_108_chem_q042_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。；官方釋疑：釋疑後未更改答案：維持原答案C
義守大學,108,化學,43,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q043\ISU_108_chem_q043_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,44,,單選題,A,官方參考答案,釋疑後未更改答案：維持原答案A,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q044\ISU_108_chem_q044_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。；官方釋疑：釋疑後未更改答案：維持原答案A
義守大學,108,化學,45,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q045\ISU_108_chem_q045_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,46,,單選題,C,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q046\ISU_108_chem_q046_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,47,,單選題,A,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q047\ISU_108_chem_q047_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,48,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q048\ISU_108_chem_q048_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,49,,單選題,B,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q049\ISU_108_chem_q049_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
義守大學,108,化學,50,,單選題,D,官方參考答案,未釋疑,阿摩需登入,,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\ISU\108\chemistry\q050\ISU_108_chem_q050_full.png,,已抽查,義守大學108化學完整題圖；每題單張圖片包含題幹與所有選項。
